step,task,stage,instruction,target_color,object_shape,request_sent,server_request_count,latency_ms,motion_elapsed_ms,step_total_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift,target_object_move_xy,target_object_move_y
10,lift,descend,lift the blue cube,blue,cube,1,11,273.65470002405345,328.52210011333227,640.9593001008034,"[0.0004425348579956776, 0.002770236332218309, 0.00011364498842216138, 0.0, 0.0, 0.0, 0.0]","[-2.845872302259522e-07, 0.0001318603754043579, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.845872302259522e-07, 0.16986814141273499, 0.05732918903231621]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0001318606809945777,True,"[-2.845872302259522e-07, 0.0001318603754043579, -0.008]",0.0,0.009982808493077755,0.0,1.6700928144156976e-15,0.0
11,lift,descend,lift the blue cube,blue,cube,1,12,283.8724001776427,328.5217999946326,651.0328999720514,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-2.6211836257061805e-07, 6.341934204101562e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.6211836257061805e-07, 0.16993658244609833, 0.053408101201057434]","[0.0, 0.17000000178813934, 0.02199999988079071]",6.341988773783669e-05,True,"[-2.6211836257061805e-07, 6.341934204101562e-05, -0.008]",0.0,0.009982808493077755,0.0,1.6968632907136698e-15,0.0
12,lift,descend,lift the blue cube,blue,cube,1,13,263.5558000765741,333.31110002472997,638.529899995774,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-2.452916021411511e-07, 3.591179847717285e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.452916021411511e-07, 0.16996408998966217, 0.049485113471746445]","[0.0, 0.17000000178813934, 0.02199999988079071]",3.591263521229848e-05,True,"[-2.452916021411511e-07, 3.591179847717285e-05, -0.008]",0.0,0.009982808493077755,0.0,1.7139000878982691e-15,0.0
13,lift,descend,lift the blue cube,blue,cube,1,14,257.59489997290075,357.00979991815984,653.7967999465764,"[0.0003526456236620304, 0.002819147868682265, 0.0003060303521616563, 0.0, 0.0, 0.0, 0.0]","[-2.310646749492662e-07, 2.2813677787780762e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.310646749492662e-07, 0.16997718811035156, 0.04556487873196602]","[0.0, 0.17000000178813934, 0.02199999988079071]",2.2814847397967242e-05,True,"[-2.310646749492662e-07, 2.2813677787780762e-05, -0.008]",0.0,0.009982808493077755,0.0,1.7170282864515977e-15,0.0
14,lift,descend,lift the blue cube,blue,cube,1,15,262.91199983097613,327.6501998770982,631.303200032562,"[-0.00018668978233984598, -0.0012894211942900667, -0.0035416769226282504, 0.0, 0.0, 0.0, 0.0]","[-2.1828114427080436e-07, 2.2545456886291504e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.1828114427080436e-07, 0.16997745633125305, 0.041640207171440125]","[0.0, 0.17000000178813934, 0.02199999988079071]",2.2546513719134964e-05,True,"[-2.1828114427080436e-07, 2.2545456886291504e-05, -0.008]",0.0,0.009982808493077755,0.0,1.7128646959993692e-15,0.0
15,lift,descend,lift the blue cube,blue,cube,1,16,281.4193998929113,326.22570008970797,649.0848001558334,"[0.0003526456236620304, 0.002770236332218309, 0.0003060303521616563, 0.0, 0.0, 0.0, 0.0]","[-2.0547322776565125e-07, 3.018975257873535e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.0547322776565125e-07, 0.1699698120355606, 0.03771428391337395]","[0.0, 0.17000000178813934, 0.02199999988079071]",3.0190452889655717e-05,True,"[-2.0547322776565125e-07, 3.018975257873535e-05, -0.008]",0.0,0.009982808493077755,0.0,1.6830438423000974e-15,0.0
16,lift,descend,lift the blue cube,blue,cube,1,17,274.6729999780655,329.0692998562008,633.871000027284,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.929963957536529e-07, 3.802776336669922e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.929963957536529e-07, 0.16996197402477264, 0.03378370776772499]","[0.0, 0.17000000178813934, 0.02199999988079071]",3.802825085585937e-05,True,"[-1.929963957536529e-07, 3.802776336669922e-05, -0.008]",0.0,0.009982808493077755,0.0,1.6904268991057212e-15,0.0
17,lift,descend,lift the blue cube,blue,cube,1,18,292.51669999212027,327.48480001464486,666.3597000297159,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.8059860451558052e-07, 4.985928535461426e-05, -0.007849831134080887, 0.0, 0.0, 0.0, 0.0]","[1.8059860451558052e-07, 0.16995014250278473, 0.029849831014871597]","[0.0, 0.17000000178813934, 0.02199999988079071]",4.9859612772706896e-05,True,"[-1.8059860451558052e-07, 4.985928535461426e-05, -0.007849831134080887]",0.0,0.009982808493077755,0.0,1.7013715176963124e-15,0.0
18,lift,close,lift the blue cube,blue,cube,1,19,272.9170999955386,977.7297999244183,1295.8114000502974,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.6540791136776534e-07, 6.951391696929932e-05, -0.003976756706833839, 0.0, 0.0, 0.0, 1.0]","[1.6540791136776534e-07, 0.16993048787117004, 0.02597675658762455]","[0.0, 0.17000000178813934, 0.02199999988079071]",6.95141134201549e-05,True,"[-1.6540791136776534e-07, 6.951391696929932e-05, -0.003976756706833839]",1.0,0.009923942387104034,-5.886610597372055e-05,1.6577727800597374e-05,-1.4200806617736816e-05
19,lift,close,lift the blue cube,blue,cube,1,20,290.2695999946445,852.3625999223441,1174.578299978748,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.0002509666664991528, -2.0265579223632812e-06, -0.0020503010600805283, 0.0, 0.0, 0.0, 1.0]","[0.0002509666664991528, 0.1700020283460617, 0.02405030094087124]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0002509748446755111,True,"[-0.0002509666664991528, -2.0265579223632812e-06, -0.0020503010600805283]",1.0,0.009903092868626118,-7.971562445163727e-05,1.999675993347321e-05,-1.8715858459472656e-05
20,lift,close,lift the blue cube,blue,cube,1,21,286.2471998669207,498.46339994110167,829.8720000311732,"[0.0002627563893283832, 0.001449624847691488, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-0.00020041631069034338, -1.087784767150879e-06, -0.0011173747479915619, 0.0, 0.0, 0.0, 1.0]","[0.00020041631069034338, 0.1700010895729065, 0.023117374628782272]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00020041926472913474,True,"[-0.00020041631069034338, -1.087784767150879e-06, -0.0011173747479915619]",1.0,0.009937876835465431,-4.493165761232376e-05,1.989919328067917e-05,-1.8611550331115723e-05
21,lift,close,lift the blue cube,blue,cube,1,22,307.95449996367097,795.7041999325156,1147.1285000443459,"[0.0002627563893283832, 0.001449624847691488, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-0.0001879461924545467, 4.559755325317383e-06, -0.0006230492144823074, 0.0, 0.0, 0.0, 1.0]","[0.0001879461924545467, 0.16999544203281403, 0.022623049095273018]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00018800148973241448,True,"[-0.0001879461924545467, 4.559755325317383e-06, -0.0006230492144823074]",1.0,0.009979053400456905,-3.7550926208496094e-06,1.8956513539026695e-05,-1.7598271369934082e-05
22,lift,close,lift the blue cube,blue,cube,1,23,348.6222999636084,744.3866999819875,1139.0750999562442,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.0001255027309525758, -0.00013765692710876465, -0.00034418143332004547, 0.0, 0.0, 0.0, 1.0]","[0.0001255027309525758, 0.1701376587152481, 0.022344181314110756]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00018628033285494894,True,"[-0.0001255027309525758, -0.00013765692710876465, -0.00034418143332004547]",1.0,0.010016116313636303,3.3307820558547974e-05,1.8309530983463172e-05,-1.6897916793823242e-05
23,lift,close,lift the blue cube,blue,cube,1,24,426.32319987751544,750.9461999870837,1215.92770004645,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-8.09542543720454e-05, -0.0002415776252746582, -0.00019455701112747192, 0.0, 0.0, 0.0, 1.0]","[8.09542543720454e-05, 0.170241579413414, 0.022194556891918182]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0002547809563111514,True,"[-8.09542543720454e-05, -0.0002415776252746582, -0.00019455701112747192]",1.0,0.010037386789917946,5.457829684019089e-05,1.789875708270994e-05,-1.6450881958007812e-05
24,lift,lift,lift the blue cube,blue,cube,1,25,312.0537002105266,382.55119998939335,726.1953998822719,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-5.191029777051881e-05, -0.0003123432397842407, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[5.191029777051881e-05, 0.17031234502792358, 0.022111836820840836]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00031662749825045466,True,"[-5.191029777051881e-05, -0.0003123432397842407, 0.008]",1.0,0.012251835316419601,0.0022690268233418465,0.0006201863988257151,-0.0006179511547088623
25,lift,lift,lift the blue cube,blue,cube,1,26,353.98790007457137,324.557599844411,719.3211999256164,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-7.528291462222114e-06, 0.0001446455717086792, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[7.528291462222114e-06, 0.16985535621643066, 0.02522089146077633]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00014484135317616165,True,"[-7.528291462222114e-06, 0.0001446455717086792, 0.008]",1.0,0.015393615700304508,0.005410807207226753,0.0008153811219124131,-0.0008132904767990112
26,lift,lift,lift the blue cube,blue,cube,1,27,257.4835999403149,347.53600019030273,647.8324998170137,"[0.0004425348579956776, 0.002525678649898528, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-6.775986207685492e-07, 0.00029002130031585693, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[6.775986207685492e-07, 0.1697099804878235, 0.028717482462525368]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0002900221152231097,True,"[-6.775986207685492e-07, 0.00029002130031585693, 0.008]",1.0,0.018665971234440804,0.008683162741363049,0.0009168229687523712,-0.0009149909019470215
27,lift,lift,lift the blue cube,blue,cube,1,28,269.3465000484139,344.7769999038428,658.5707000922412,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[2.0601000016995386e-08, 0.0003611445426940918, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[-2.0601000016995386e-08, 0.16963885724544525, 0.032192837446928024]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0003611445426940918,True,"[2.0601000016995386e-08, 0.0003611445426940918, 0.008]",1.0,0.022026430815458298,0.012043622322380543,0.0009612766801667402,-0.0009595900774002075
