step,task,stage,instruction,target_color,object_shape,request_sent,server_request_count,latency_ms,motion_elapsed_ms,step_total_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift,target_object_move_xy,target_object_move_y
12,push,push,push the red cylinder forward,red,cylinder,1,5,294.3194000981748,392.29079987853765,724.6307998429984,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-1.912455900310306e-07, 0.009999999776482582, -0.005333801731467247, 0.0, 0.0, 0.0, 0.0]","[1.912455900310306e-07, 0.1451975256204605, 0.027333801612257957]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.0001975298800971359,True,"[-1.912455900310306e-07, 0.009999999776482582, -0.005333801731467247]",0.0,0.009977083653211594,0.0,5.792315695790325e-18,0.0
13,push,push,push the red cylinder forward,red,cylinder,0,5,0.0,400.546699995175,440.6414001714438,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.4624824252205144e-07, 0.009999999776482582, -0.002130633220076561, 0.0, 0.0, 0.0, 0.0]","[3.4624824252205144e-07, 0.15033911168575287, 0.02413063310086727]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.005339115858078003,True,"[-3.4624824252205144e-07, 0.009999999776482582, -0.002130633220076561]",0.0,0.009977083653211594,0.0,2.190526463273127e-18,0.0
14,push,push,push the red cylinder forward,red,cylinder,0,5,0.0,393.1098999455571,426.05790006928146,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.545869956018578e-07, 0.009999999776482582, -0.000627247616648674, 0.0, 0.0, 0.0, 0.0]","[4.545869956018578e-07, 0.15575745701789856, 0.022627247497439384]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.010757461190223694,True,"[-4.545869956018578e-07, 0.009999999776482582, -0.000627247616648674]",0.0,0.009977083653211594,0.0,7.634149134925399e-19,0.0
15,push,push,push the red cylinder forward,red,cylinder,1,6,336.99449989944696,403.59429991804063,787.3223000206053,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.4998850512456556e-07, 0.009999999776482582, 4.916638135910034e-05, 0.0, 0.0, 0.0, 0.0]","[4.4998850512456556e-07, 0.16114969551563263, 0.02195083349943161]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.016149699687957764,True,"[-4.4998850512456556e-07, 0.009999999776482582, 4.916638135910034e-05]",0.0,0.009977083653211594,0.0,1.2478654815072863e-17,0.0
16,push,push,push the red cylinder forward,red,cylinder,0,6,0.0,412.432000041008,453.3035000786185,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.585099873111176e-07, 0.009999999776482582, 0.00036715343594551086, 0.0, 0.0, 0.0, 0.0]","[4.585099873111176e-07, 0.1665225625038147, 0.0216328464448452]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.02152256667613983,True,"[-4.585099873111176e-07, 0.009999999776482582, 0.00036715343594551086]",0.0,0.009977083653211594,0.0,1.9400555120475802e-17,0.0
17,push,push,push the red cylinder forward,red,cylinder,0,6,0.0,427.2686999756843,467.51920017413795,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.7272285996768915e-07, 0.009999999776482582, 0.0005310177803039551, 0.0, 0.0, 0.0, 0.0]","[4.7272285996768915e-07, 0.1718788594007492, 0.021468982100486755]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.02687886357307434,True,"[-4.7272285996768915e-07, 0.009999999776482582, 0.0005310177803039551]",0.0,0.009977083653211594,0.0,1.669018203816005e-17,0.0
18,push,push,push the red cylinder forward,red,cylinder,1,7,271.158300107345,403.1349001452327,714.3541998229921,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.897912049273145e-07, 0.009999999776482582, 0.0006293840706348419, 0.0, 0.0, 0.0, 0.0]","[4.897912049273145e-07, 0.17722097039222717, 0.02137061581015587]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.03222097456455231,True,"[-4.897912049273145e-07, 0.009999999776482582, 0.0006293840706348419]",0.0,0.009977083653211594,0.0,2.300621555825975e-17,0.0
19,push,push,push the red cylinder forward,red,cylinder,0,7,0.0,397.8374998550862,435.51960005424917,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-5.079135121377476e-07, 0.009999999776482582, 0.000701170414686203, 0.0, 0.0, 0.0, 0.0]","[5.079135121377476e-07, 0.18254761397838593, 0.021298829466104507]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.03754761815071106,True,"[-5.079135121377476e-07, 0.009999999776482582, 0.000701170414686203]",0.0,0.009977083653211594,0.0,3.869871851600734e-17,0.0
20,push,push,push the red cylinder forward,red,cylinder,0,7,0.0,505.8869000058621,549.901399994269,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-5.267003757580824e-07, 0.009999999776482582, 0.0007628630846738815, 0.0, 0.0, 0.0, 0.0]","[5.267003757580824e-07, 0.18786416947841644, 0.02123713679611683]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.04286417365074158,True,"[-5.267003757580824e-07, 0.009999999776482582, 0.0007628630846738815]",0.0,0.010135074146091938,0.0001579904928803444,0.0033285502656039377,0.00332854688167572
21,push,push,push the red cylinder forward,red,cylinder,1,8,337.89759990759194,470.35359987057745,845.500199822709,"[-6.911313672555014e-06, 0.005558193910663821, -0.0028683281495400156, 0.0, 0.0, 0.0, 0.0]","[2.8559123165905476e-05, 0.009999999776482582, 0.0009318850934505463, 0.0, 0.0, 0.0, 0.0]","[-2.8559123165905476e-05, 0.19300545752048492, 0.021068114787340164]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.048005472868680954,True,"[2.8559123165905476e-05, 0.009999999776482582, 0.0009318850934505463]",0.0,0.010227382183074951,0.00025029852986335754,0.006795764401912957,0.006795763969421387
22,push,push,push the red cylinder forward,red,cylinder,0,8,0.0,412.49309992417693,451.61009998992085,"[-6.911313672555014e-06, 0.005558193910663821, -0.0028683281495400156, 0.0, 0.0, 0.0, 0.0]","[3.7493809941224754e-05, 0.009999999776482582, 0.0010169781744480133, 0.0, 0.0, 0.0, 0.0]","[-3.7493809941224754e-05, 0.19648200273513794, 0.020983021706342697]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05148202180862427,True,"[3.7493809941224754e-05, 0.009999999776482582, 0.0010169781744480133]",0.0,0.01018562726676464,0.00020854361355304718,0.007949516336275162,0.00794951617717743
23,push,push,push the red cylinder forward,red,cylinder,0,8,0.0,420.519300037995,459.0976999606937,"[-6.911313672555014e-06, 0.005558193910663821, -0.0028683281495400156, 0.0, 0.0, 0.0, 0.0]","[4.661022103391588e-05, 0.009999999776482582, 0.0012449026107788086, 0.0, 0.0, 0.0, 0.0]","[-4.661022103391588e-05, 0.19764254987239838, 0.020755097270011902]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.0526425763964653,True,"[4.661022103391588e-05, 0.009999999776482582, 0.0012449026107788086]",0.0,0.010219032876193523,0.00024194922298192978,0.008545100731828525,0.008545100688934326
24,push,push,push the red cylinder forward,red,cylinder,1,9,404.36659986153245,401.45560004748404,850.9352998808026,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.0057908083545044e-05, 0.009999999776482582, 0.001338660717010498, 0.0, 0.0, 0.0, 0.0]","[-5.0057908083545044e-05, 0.1982186734676361, 0.020661339163780212]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05321869999170303,True,"[5.0057908083545044e-05, 0.009999999776482582, 0.001338660717010498]",0.0,0.010234215296804905,0.0002571316435933113,0.008808150889711883,0.008808150887489319
25,push,push,push the red cylinder forward,red,cylinder,0,9,0.0,399.5272000320256,445.1665000524372,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.111440987093374e-05, 0.009999999776482582, 0.0013849865645170212, 0.0, 0.0, 0.0, 0.0]","[-5.111440987093374e-05, 0.1984878033399582, 0.02061501331627369]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053487833589315414,True,"[5.111440987093374e-05, 0.009999999776482582, 0.0013849865645170212]",0.0,0.010241840034723282,0.00026475638151168823,0.008935749540458246,0.008935749530792236
26,push,push,push the red cylinder forward,red,cylinder,0,9,0.0,417.54399985074997,453.5260000266135,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.138631968293339e-05, 0.009999999776482582, 0.0014083627611398697, 0.0, 0.0, 0.0, 0.0]","[-5.138631968293339e-05, 0.1986120194196701, 0.02059163711965084]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05361204966902733,True,"[5.138631968293339e-05, 0.009999999776482582, 0.0014083627611398697]",0.0,0.010245505720376968,0.00026842206716537476,0.008992418701888171,0.008992418646812439
27,push,push,push the red cylinder forward,red,cylinder,1,10,271.017599850893,412.1427999343723,727.1462001372129,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.1162678573746234e-05, 0.009999999776482582, 0.0014197919517755508, 0.0, 0.0, 0.0, 0.0]","[-5.1162678573746234e-05, 0.1986691951751709, 0.02058020792901516]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05366922542452812,True,"[5.1162678573746234e-05, 0.009999999776482582, 0.0014197919517755508]",0.0,0.010247210040688515,0.0002701263874769211,0.009018287196808377,0.009018287062644958
28,push,push,push the red cylinder forward,red,cylinder,0,10,0.0,444.3233001511544,480.6631999090314,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.072891144664027e-05, 0.009999999776482582, 0.001425059512257576, 0.0, 0.0, 0.0, 0.0]","[-5.072891144664027e-05, 0.19869445264339447, 0.020574940368533134]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053694479167461395,True,"[5.072891144664027e-05, 0.009999999776482582, 0.001425059512257576]",0.0,0.0102479737251997,0.0002708900719881058,0.009029641992394189,0.00902964174747467
29,push,push,push the red cylinder forward,red,cylinder,0,10,0.0,464.83090007677674,505.31190005131066,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[5.020380194764584e-05, 0.009999999776482582, 0.0014274567365646362, 0.0, 0.0, 0.0, 0.0]","[-5.020380194764584e-05, 0.19870562851428986, 0.020572543144226074]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05370565876364708,True,"[5.020380194764584e-05, 0.009999999776482582, 0.0014274567365646362]",0.0,0.010248317383229733,0.0002712337300181389,0.009034693627270041,0.009034693241119385
30,push,push,push the red cylinder forward,red,cylinder,1,11,400.4021999426186,456.79070008918643,896.7377999797463,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.964236723026261e-05, 0.009999999776482582, 0.0014285463839769363, 0.0, 0.0, 0.0, 0.0]","[-4.964236723026261e-05, 0.1987105756998062, 0.020571453496813774]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371060222387314,True,"[4.964236723026261e-05, 0.009999999776482582, 0.0014285463839769363]",0.0,0.010248471982777119,0.00027138832956552505,0.009036988576764049,0.009036988019943237
31,push,push,push the red cylinder forward,red,cylinder,0,11,0.0,448.76010017469525,478.8774000480771,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.906895992462523e-05, 0.009999999776482582, 0.0014290418475866318, 0.0, 0.0, 0.0, 0.0]","[-4.906895992462523e-05, 0.1987127810716629, 0.02057095803320408]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371280759572983,True,"[4.906895992462523e-05, 0.009999999776482582, 0.0014290418475866318]",0.0,0.010248541831970215,0.0002714581787586212,0.009038002054826784,0.009038001298904419
32,push,push,push the red cylinder forward,red,cylinder,0,11,0.0,421.1210000794381,453.02080013789237,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.849419565289281e-05, 0.009999999776482582, 0.0014292672276496887, 0.0, 0.0, 0.0, 0.0]","[-4.849419565289281e-05, 0.1987137496471405, 0.02057073265314102]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371377617120743,True,"[4.849419565289281e-05, 0.009999999776482582, 0.0014292672276496887]",0.0,0.010248572565615177,0.0002714889124035835,0.009038464217353787,0.009038463234901428
33,push,push,push the red cylinder forward,red,cylinder,1,12,283.605600008741,411.0965998843312,735.1349999662489,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.792262916453183e-05, 0.009999999776482582, 0.0014293696731328964, 0.0, 0.0, 0.0, 0.0]","[-4.792262916453183e-05, 0.19871418178081512, 0.020570630207657814]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371420830488205,True,"[4.792262916453183e-05, 0.009999999776482582, 0.0014293696731328964]",0.0,0.010248586535453796,0.00027150288224220276,0.009038658185420337,0.009038656949996948
34,push,push,push the red cylinder forward,red,cylinder,0,12,0.0,410.29649996198714,456.27299998886883,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.735619222628884e-05, 0.009999999776482582, 0.0014294162392616272, 0.0, 0.0, 0.0, 0.0]","[-4.735619222628884e-05, 0.19871436059474945, 0.020570583641529083]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053714387118816376,True,"[4.735619222628884e-05, 0.009999999776482582, 0.0014294162392616272]",0.0,0.010248593054711819,0.00027150940150022507,0.009038747870819767,0.009038746356964111
35,push,push,push the red cylinder forward,red,cylinder,0,12,0.0,412.8926999401301,454.16289987042546,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.679569974541664e-05, 0.009999999776482582, 0.0014294367283582687, 0.0, 0.0, 0.0, 0.0]","[-4.679569974541664e-05, 0.1987144500017166, 0.02057056315243244]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371447280049324,True,"[4.679569974541664e-05, 0.009999999776482582, 0.0014294367283582687]",0.0,0.010248595848679543,0.0002715121954679489,0.009038777976083389,0.009038776159286499
36,push,push,push the red cylinder forward,red,cylinder,1,13,292.2127000056207,397.6207999512553,724.0921000484377,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.6241471864050254e-05, 0.009999999776482582, 0.0014294479042291641, 0.0, 0.0, 0.0, 0.0]","[-4.6241471864050254e-05, 0.1987144947052002, 0.020570551976561546]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371451750397682,True,"[4.6241471864050254e-05, 0.009999999776482582, 0.0014294479042291641]",0.0,0.010248596780002117,0.00027151312679052353,0.00903879320375883,0.009038791060447693
37,push,push,push the red cylinder forward,red,cylinder,0,13,0.0,402.0787999033928,448.8003000151366,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.569360680761747e-05, 0.009999999776482582, 0.0014294516295194626, 0.0, 0.0, 0.0, 0.0]","[-4.569360680761747e-05, 0.1987145096063614, 0.020570548251271248]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053714532405138016,True,"[4.569360680761747e-05, 0.009999999776482582, 0.0014294516295194626]",0.0,0.010248597711324692,0.00027151405811309814,0.00903880845409799,0.009038805961608887
38,push,push,push the red cylinder forward,red,cylinder,0,13,0.0,400.052199838683,431.6549999639392,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.515210093813948e-05, 0.009999999776482582, 0.0014294534921646118, 0.0, 0.0, 0.0, 0.0]","[-4.515210093813948e-05, 0.1987145096063614, 0.0205705463886261]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053714532405138016,True,"[4.515210093813948e-05, 0.009999999776482582, 0.0014294534921646118]",0.0,0.010248597711324692,0.00027151405811309814,0.009038808825062104,0.009038805961608887
39,push,push,push the red cylinder forward,red,cylinder,1,14,258.9664999395609,410.71259998716414,710.1022000424564,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.461692151380703e-05, 0.009999999776482582, 0.0014294534921646118, 0.0, 0.0, 0.0, 0.0]","[-4.461692151380703e-05, 0.1987145096063614, 0.0205705463886261]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.053714532405138016,True,"[4.461692151380703e-05, 0.009999999776482582, 0.0014294534921646118]",0.0,0.010248597711324692,0.00027151405811309814,0.009038809216951002,0.009038805961608887
40,push,push,push the red cylinder forward,red,cylinder,0,14,0.0,416.7345999740064,451.2300998903811,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.408800305100158e-05, 0.009999999776482582, 0.001429455354809761, 0.0, 0.0, 0.0, 0.0]","[-4.408800305100158e-05, 0.19871452450752258, 0.02057054452598095]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371454730629921,True,"[4.408800305100158e-05, 0.009999999776482582, 0.001429455354809761]",0.0,0.010248597711324692,0.00027151405811309814,0.009038809628929896,0.009038805961608887
41,push,push,push the red cylinder forward,red,cylinder,0,14,0.0,401.55079984106123,445.2244001440704,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.3565280066104606e-05, 0.009999999776482582, 0.001429455354809761, 0.0, 0.0, 0.0, 0.0]","[-4.3565280066104606e-05, 0.19871452450752258, 0.02057054452598095]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371454730629921,True,"[4.3565280066104606e-05, 0.009999999776482582, 0.001429455354809761]",0.0,0.010248597711324692,0.00027151405811309814,0.00903881006018817,0.009038805961608887
42,push,push,push the red cylinder forward,red,cylinder,1,15,343.07179995812476,399.8100000899285,789.8713999893516,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.3048683437518775e-05, 0.009999999776482582, 0.001429455354809761, 0.0, 0.0, 0.0, 0.0]","[-4.3048683437518775e-05, 0.19871452450752258, 0.02057054452598095]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371454730629921,True,"[4.3048683437518775e-05, 0.009999999776482582, 0.001429455354809761]",0.0,0.010248597711324692,0.00027151405811309814,0.009038810509938548,0.009038805961608887
43,push,push,push the red cylinder forward,red,cylinder,0,15,0.0,419.7831000201404,452.9304001480341,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[4.2538140405667946e-05, 0.009999999776482582, 0.001429455354809761, 0.0, 0.0, 0.0, 0.0]","[-4.2538140405667946e-05, 0.19871452450752258, 0.02057054452598095]","[0.0, 0.23999999463558197, 0.02199999988079071]",0.05371454730629921,True,"[4.2538140405667946e-05, 0.009999999776482582, 0.001429455354809761]",0.0,0.010248597711324692,0.00027151405811309814,0.009038810977413199,0.009038805961608887
