step,task,stage,instruction,target_color,object_shape,request_sent,server_request_count,latency_ms,motion_elapsed_ms,step_total_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift,target_object_move_xy,target_object_move_y
15,lift,descend,lift the blue cube,blue,cube,1,6,271.5950000565499,333.28690007328987,638.7235000729561,"[0.0003526456236620304, 0.002770236332218309, 0.0003060303521616563, 0.0, 0.0, 0.0, 0.0]","[-2.0547322776565125e-07, 3.018975257873535e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.0547322776565125e-07, 0.1699698120355606, 0.03771428391337395]","[0.0, 0.17000000178813934, 0.02199999988079071]",3.0190452889655717e-05,True,"[-2.0547322776565125e-07, 3.018975257873535e-05, -0.008]",0.0,0.009982808493077755,0.0,1.6830438423000974e-15,0.0
16,lift,descend,lift the blue cube,blue,cube,0,6,0.0,331.74729999154806,375.28919987380505,"[0.0003526456236620304, 0.002770236332218309, 0.0003060303521616563, 0.0, 0.0, 0.0, 0.0]","[-1.929963957536529e-07, 3.802776336669922e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.929963957536529e-07, 0.16996197402477264, 0.03378370776772499]","[0.0, 0.17000000178813934, 0.02199999988079071]",3.802825085585937e-05,True,"[-1.929963957536529e-07, 3.802776336669922e-05, -0.008]",0.0,0.009982808493077755,0.0,1.6904268991057212e-15,0.0
17,lift,descend,lift the blue cube,blue,cube,0,6,0.0,325.5438001360744,368.79799980670214,"[0.0003526456236620304, 0.002770236332218309, 0.0003060303521616563, 0.0, 0.0, 0.0, 0.0]","[-1.8059860451558052e-07, 4.985928535461426e-05, -0.007849831134080887, 0.0, 0.0, 0.0, 0.0]","[1.8059860451558052e-07, 0.16995014250278473, 0.029849831014871597]","[0.0, 0.17000000178813934, 0.02199999988079071]",4.9859612772706896e-05,True,"[-1.8059860451558052e-07, 4.985928535461426e-05, -0.007849831134080887]",0.0,0.009982808493077755,0.0,1.7013715176963124e-15,0.0
18,lift,close,lift the blue cube,blue,cube,1,7,279.15459987707436,996.9780999235809,1325.7887000218034,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.6540791136776534e-07, 6.951391696929932e-05, -0.003976756706833839, 0.0, 0.0, 0.0, 1.0]","[1.6540791136776534e-07, 0.16993048787117004, 0.02597675658762455]","[0.0, 0.17000000178813934, 0.02199999988079071]",6.95141134201549e-05,True,"[-1.6540791136776534e-07, 6.951391696929932e-05, -0.003976756706833839]",1.0,0.009923942387104034,-5.886610597372055e-05,1.6577727800597374e-05,-1.4200806617736816e-05
19,lift,close,lift the blue cube,blue,cube,0,7,0.0,869.009300135076,906.8591999821365,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.0002509666664991528, -2.0265579223632812e-06, -0.0020503010600805283, 0.0, 0.0, 0.0, 1.0]","[0.0002509666664991528, 0.1700020283460617, 0.02405030094087124]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0002509748446755111,True,"[-0.0002509666664991528, -2.0265579223632812e-06, -0.0020503010600805283]",1.0,0.009903092868626118,-7.971562445163727e-05,1.999675993347321e-05,-1.8715858459472656e-05
20,lift,close,lift the blue cube,blue,cube,0,7,0.0,501.5290000010282,547.6239998824894,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00020041631069034338, -1.087784767150879e-06, -0.0011173747479915619, 0.0, 0.0, 0.0, 1.0]","[0.00020041631069034338, 0.1700010895729065, 0.023117374628782272]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00020041926472913474,True,"[-0.00020041631069034338, -1.087784767150879e-06, -0.0011173747479915619]",1.0,0.009937876835465431,-4.493165761232376e-05,1.989919328067917e-05,-1.8611550331115723e-05
21,lift,close,lift the blue cube,blue,cube,1,8,266.58680010586977,817.8455999586731,1127.9911999590695,"[0.0002627563893283832, 0.001449624847691488, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-0.0001879461924545467, 4.559755325317383e-06, -0.0006230492144823074, 0.0, 0.0, 0.0, 1.0]","[0.0001879461924545467, 0.16999544203281403, 0.022623049095273018]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00018800148973241448,True,"[-0.0001879461924545467, 4.559755325317383e-06, -0.0006230492144823074]",1.0,0.009979053400456905,-3.7550926208496094e-06,1.8956513539026695e-05,-1.7598271369934082e-05
22,lift,close,lift the blue cube,blue,cube,0,8,0.0,757.41279986687,790.3242998290807,"[0.0002627563893283832, 0.001449624847691488, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-0.0001255027309525758, -0.00013765692710876465, -0.00034418143332004547, 0.0, 0.0, 0.0, 1.0]","[0.0001255027309525758, 0.1701376587152481, 0.022344181314110756]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00018628033285494894,True,"[-0.0001255027309525758, -0.00013765692710876465, -0.00034418143332004547]",1.0,0.010016116313636303,3.3307820558547974e-05,1.8309530983463172e-05,-1.6897916793823242e-05
23,lift,close,lift the blue cube,blue,cube,0,8,0.0,752.1107001230121,794.6057999506593,"[0.0002627563893283832, 0.001449624847691488, 0.00040222303403140633, 0.0, 0.0, 0.0, 0.0]","[-8.09542543720454e-05, -0.0002415776252746582, -0.00019455701112747192, 0.0, 0.0, 0.0, 1.0]","[8.09542543720454e-05, 0.170241579413414, 0.022194556891918182]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0002547809563111514,True,"[-8.09542543720454e-05, -0.0002415776252746582, -0.00019455701112747192]",1.0,0.010037386789917946,5.457829684019089e-05,1.789875708270994e-05,-1.6450881958007812e-05
24,lift,lift,lift the blue cube,blue,cube,1,9,284.92799983359873,380.634400062263,700.1088000833988,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-5.191029777051881e-05, -0.0003123432397842407, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[5.191029777051881e-05, 0.17031234502792358, 0.022111836820840836]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00031662749825045466,True,"[-5.191029777051881e-05, -0.0003123432397842407, 0.008]",1.0,0.012251835316419601,0.0022690268233418465,0.0006201863988257151,-0.0006179511547088623
25,lift,lift,lift the blue cube,blue,cube,0,9,0.0,338.5193001013249,383.0693999771029,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-7.528291462222114e-06, 0.0001446455717086792, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[7.528291462222114e-06, 0.16985535621643066, 0.02522089146077633]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00014484135317616165,True,"[-7.528291462222114e-06, 0.0001446455717086792, 0.008]",1.0,0.015393615700304508,0.005410807207226753,0.0008153811219124131,-0.0008132904767990112
26,lift,lift,lift the blue cube,blue,cube,0,9,0.0,350.73549998924136,399.8860998544842,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-6.775986207685492e-07, 0.00029002130031585693, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[6.775986207685492e-07, 0.1697099804878235, 0.028717482462525368]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0002900221152231097,True,"[-6.775986207685492e-07, 0.00029002130031585693, 0.008]",1.0,0.018665971234440804,0.008683162741363049,0.0009168229687523712,-0.0009149909019470215
27,lift,lift,lift the blue cube,blue,cube,1,10,283.5309999063611,333.1800000742078,665.9337000455707,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[2.0601000016995386e-08, 0.0003611445426940918, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[-2.0601000016995386e-08, 0.16963885724544525, 0.032192837446928024]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0003611445426940918,True,"[2.0601000016995386e-08, 0.0003611445426940918, 0.008]",1.0,0.022026430815458298,0.012043622322380543,0.0009612766801667402,-0.0009595900774002075
