step,stage,instruction,target_color,latency_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift
10,descend,grasp the red cylinder,red,282.0365000516176,"[0.0001728671549947377, 0.0011072440924437936, 0.003768966899472573, 0.0, 0.0, 0.0, 0.0]","[-1.889964806878197e-07, 5.942583084106445e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.889964806878197e-07, 0.16994057595729828, 0.04344610124826431]","[0.0, 0.17000000178813934, 0.02199999988079071]",5.942613279330544e-05,True,"[-1.889964806878197e-07, 5.942583084106445e-05, -0.008]",0.0,0.009977083653211594,0.0
11,descend,grasp the red cylinder,red,277.47959992848337,"[-0.00018668978233984598, -0.0012894211942900667, -0.0035416769226282504, 0.0, 0.0, 0.0, 0.0]","[-1.7284344266954577e-07, 7.218122482299805e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.7284344266954577e-07, 0.16992782056331635, 0.03817302733659744]","[0.0, 0.17000000178813934, 0.02199999988079071]",7.218142854981124e-05,True,"[-1.7284344266954577e-07, 7.218122482299805e-05, -0.008]",0.0,0.009977083653211594,0.0
12,descend,grasp the red cylinder,red,280.30209988355637,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.5716979362423444e-07, 8.639693260192871e-05, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.5716979362423444e-07, 0.16991360485553741, 0.03289499506354332]","[0.0, 0.17000000178813934, 0.02199999988079071]",8.6397078121081e-05,True,"[-1.5716979362423444e-07, 8.639693260192871e-05, -0.008]",0.0,0.009977083653211594,0.0
13,close,grasp the red cylinder,red,274.70179996453226,"[0.0002627563893283832, 0.001449624847691488, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-1.4096286804488045e-07, 0.0001106560230255127, -0.005611099302768707, 0.0, 0.0, 0.0, 1.0]","[1.4096286804488045e-07, 0.16988934576511383, 0.027611099183559418]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00011065611033700407,True,"[-1.4096286804488045e-07, 0.0001106560230255127, -0.005611099302768707]",1.0,0.009875481948256493,-0.00010160170495510101
14,close,grasp the red cylinder,red,303.00699989311397,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.0002095943345921114, 2.0012259483337402e-05, -0.0020527243614196777, 0.0, 0.0, 0.0, 1.0]","[0.0002095943345921114, 0.169979989528656, 0.024052724242210388]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00021054755779914558,True,"[-0.0002095943345921114, 2.0012259483337402e-05, -0.0020527243614196777]",1.0,0.009961347095668316,-1.573655754327774e-05
15,close,grasp the red cylinder,red,323.63740005530417,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.000205525808269158, -0.00016079843044281006, -0.0008126776665449142, 0.0, 0.0, 0.0, 1.0]","[0.000205525808269158, 0.17016080021858215, 0.022812677547335625]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00026095399516634643,True,"[-0.000205525808269158, -0.00016079843044281006, -0.0008126776665449142]",1.0,0.009988570585846901,1.1486932635307312e-05
16,close,grasp the red cylinder,red,324.9008001293987,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00019715787493623793, -0.00045233964920043945, -0.0003984123468399048, 0.0, 0.0, 0.0, 1.0]","[0.00019715787493623793, 0.17045234143733978, 0.022398412227630615]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0004934393218718469,True,"[-0.00019715787493623793, -0.00045233964920043945, -0.0003984123468399048]",1.0,0.010021891444921494,4.48077917098999e-05
17,close,grasp the red cylinder,red,280.1388001535088,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00019277278624940664, -0.0006004273891448975, -0.0002531707286834717, 0.0, 0.0, 0.0, 1.0]","[0.00019277278624940664, 0.17060042917728424, 0.022253170609474182]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.000630614289548248,True,"[-0.00019277278624940664, -0.0006004273891448975, -0.0002531707286834717]",1.0,0.010034547187387943,5.746353417634964e-05
18,close,grasp the red cylinder,red,300.06549996323884,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00019082742801401764, -0.000668257474899292, -0.00019944645464420319, 0.0, 0.0, 0.0, 1.0]","[0.00019082742801401764, 0.17066825926303864, 0.022199446335434914]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0006949699018150568,True,"[-0.00019082742801401764, -0.000668257474899292, -0.00019944645464420319]",1.0,0.010039887391030788,6.28037378191948e-05
19,lift,grasp the red cylinder,red,334.85620003193617,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00018996969447471201, -0.0006996393203735352, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[0.00018996969447471201, 0.17069964110851288, 0.022179732099175453]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0007249714690260589,True,"[-0.00018996969447471201, -0.0006996393203735352, 0.008]",1.0,0.01305320207029581,0.003076118417084217
20,lift,grasp the red cylinder,red,296.9452999532223,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-7.285230822162703e-06, 0.00012934207916259766, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[7.285230822162703e-06, 0.16987065970897675, 0.02658691257238388]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0001295470865443349,True,"[-7.285230822162703e-06, 0.00012934207916259766, 0.008]",1.0,0.01726282760500908,0.007285743951797485
21,lift,grasp the red cylinder,red,306.47909990511835,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.303973249378032e-07, 0.00036804378032684326, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[1.303973249378032e-07, 0.1696319580078125, 0.031257323920726776]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00036804378032684326,True,"[-1.303973249378032e-07, 0.00036804378032684326, 0.008]",1.0,0.021734531968832016,0.011757448315620422
22,lift,grasp the red cylinder,red,297.440700000152,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[5.6194270570131266e-08, 0.00043855607509613037, 0.00800000037997961, 0.0, 0.0, 0.0, 1.0]","[-5.6194270570131266e-08, 0.1695614457130432, 0.035907261073589325]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00043855607509613037,True,"[5.6194270570131266e-08, 0.00043855607509613037, 0.008]",1.0,0.026302877813577652,0.01632579416036606
