step,stage,instruction,target_color,latency_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift
14,descend,grasp the red cylinder,red,291.2294000852853,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.0957698037827868e-07, 0.00014282763004302979, -0.006000000052154064, 0.0, 0.0, 0.0, 0.0]","[1.0957698037827868e-07, 0.1698571741580963, 0.03616463765501976]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00014282767369877547,True,"[-1.0957698037827868e-07, 0.00014282763004302979, -0.006]",0.0,0.009977083653211594,0.0
15,descend,grasp the red cylinder,red,291.93389997817576,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-1.0053697963030572e-07, 0.00015604496002197266, -0.006000000052154064, 0.0, 0.0, 0.0, 0.0]","[1.0053697963030572e-07, 0.16984395682811737, 0.03187396749854088]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0001560449891258031,True,"[-1.0053697963030572e-07, 0.00015604496002197266, -0.006]",0.0,0.009977083653211594,0.0
16,close,grasp the red cylinder,red,298.10040001757443,"[0.0002627563893283832, 0.001449624847691488, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-9.133629674806798e-08, 0.00017371773719787598, -0.005578219890594482, 0.0, 0.0, 0.0, 1.0]","[9.133629674806798e-08, 0.16982628405094147, 0.027578219771385193]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0001737177517497912,True,"[-9.133629674806798e-08, 0.00017371773719787598, -0.005578219890594482]",1.0,0.009876222349703312,-0.00010086130350828171
17,close,grasp the red cylinder,red,330.1355999428779,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.0002056998055195436, -7.599592208862305e-07, -0.0018755458295345306, 0.0, 0.0, 0.0, 1.0]","[0.0002056998055195436, 0.17000076174736023, 0.02387554571032524]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00020570121705532074,True,"[-0.0002056998055195436, -7.599592208862305e-07, -0.0018755458295345306]",1.0,0.009967703372240067,-9.3802809715271e-06
18,close,grasp the red cylinder,red,373.3649000059813,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00020039640367031097, -0.0002612769603729248, -0.0006744880229234695, 0.0, 0.0, 0.0, 1.0]","[0.00020039640367031097, 0.17026127874851227, 0.02267448790371418]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.00032927855500020087,True,"[-0.00020039640367031097, -0.0002612769603729248, -0.0006744880229234695]",1.0,0.01000506803393364,2.79843807220459e-05
19,close,grasp the red cylinder,red,331.2417999841273,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00019246157899033278, -0.0005399882793426514, -0.00033025071024894714, 0.0, 0.0, 0.0, 1.0]","[0.00019246157899033278, 0.170539990067482, 0.022330250591039658]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0005732615245506167,True,"[-0.00019246157899033278, -0.0005399882793426514, -0.00033025071024894714]",1.0,0.010029910132288933,5.282647907733917e-05
20,close,grasp the red cylinder,red,339.4007000606507,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00018893172091338784, -0.0006607174873352051, -0.00022346340119838715, 0.0, 0.0, 0.0, 1.0]","[0.00018893172091338784, 0.17066071927547455, 0.022223463281989098]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0006871992372907698,True,"[-0.00018893172091338784, -0.0006607174873352051, -0.00022346340119838715]",1.0,0.01003821287304163,6.112921983003616e-05
21,close,grasp the red cylinder,red,303.0191999860108,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00018757737416308373, -0.0007098764181137085, -0.00018925219774246216, 0.0, 0.0, 0.0, 1.0]","[0.00018757737416308373, 0.17070987820625305, 0.022189252078533173]","[0.0, 0.17000000178813934, 0.02199999988079071]",0.0007342409808188677,True,"[-0.00018757737416308373, -0.0007098764181137085, -0.00018925219774246216]",1.0,0.010041152127087116,6.406847387552261e-05
22,lift,grasp the red cylinder,red,307.81509983353317,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-0.00018698042549658567, -0.0007303953170776367, 0.006000000052154064, 0.0, 0.0, 0.0, 1.0]","[0.00018698042549658567, 0.17073039710521698, 0.022178294137120247]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0007539489306509495,True,"[-0.00018698042549658567, -0.0007303953170776367, 0.006]",1.0,0.01200453657656908,0.0020274529233574867
23,lift,grasp the red cylinder,red,314.00049990043044,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-5.125665211380692e-06, 0.00020292401313781738, 0.006000000052154064, 0.0, 0.0, 0.0, 1.0]","[5.125665211380692e-06, 0.16979707777500153, 0.025578226894140244]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.00020298874005675316,True,"[-5.125665211380692e-06, 0.00020292401313781738, 0.006]",1.0,0.015184834599494934,0.0052077509462833405
24,lift,grasp the red cylinder,red,281.68109990656376,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[-5.381012968541654e-08, 0.0004546046257019043, 0.006000000052154064, 0.0, 0.0, 0.0, 1.0]","[5.381012968541654e-08, 0.16954539716243744, 0.02920437604188919]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0004546046257019043,True,"[-5.381012968541654e-08, 0.0004546046257019043, 0.006]",1.0,0.018646808341145515,0.008669724687933922
25,lift,grasp the red cylinder,red,386.1744999885559,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.996078431372549]","[1.754247769270023e-08, 0.0005213618278503418, 0.006000000052154064, 0.0, 0.0, 0.0, 1.0]","[-1.754247769270023e-08, 0.169478639960289, 0.03281146660447121]","[0.0, 0.17000000178813934, 0.08500000089406967]",0.0005213618278503418,True,"[1.754247769270023e-08, 0.0005213618278503418, 0.006]",1.0,0.02219783328473568,0.012220749631524086
