step,task,stage,instruction,target_color,object_shape,request_sent,server_request_count,latency_ms,motion_elapsed_ms,step_total_ms,raw_action7,assisted_action7,ee_pose_before,goal_xyz,target_xy_dist,exec_success,final_delta_xyz,gripper_cmd,target_object_z,target_object_lift,target_object_move_xy,target_object_move_y
10,push,descend,move the green sphere forward,green,sphere,0,4,0.0,330.0511999987066,376.4377997722477,"[-0.00027657901667349494, 0.0021832978946508333, -0.00065589646653582, 0.0, 0.0, 0.0, 0.0]","[-2.8265145601835684e-07, -0.00021117925643920898, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.8265145601835684e-07, 0.1422111839056015, 0.056043293327093124]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.00021117944561410695,True,"[-2.8265145601835684e-07, -0.00021117925643920898, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
11,push,descend,move the green sphere forward,green,sphere,0,4,0.0,359.38709997572005,401.12939989194274,"[-0.00027657901667349494, 0.0021832978946508333, -0.00065589646653582, 0.0, 0.0, 0.0, 0.0]","[-2.6650013751350343e-07, -0.00020982325077056885, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.6650013751350343e-07, 0.14220982789993286, 0.052239421755075455]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.0002098234253935516,True,"[-2.6650013751350343e-07, -0.00020982325077056885, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
12,push,descend,move the green sphere forward,green,sphere,1,5,321.5836000163108,328.1372000928968,692.5309998914599,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-2.491797488346492e-07, -0.00020623207092285156, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.491797488346492e-07, 0.14220623672008514, 0.04843006655573845]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.00020623221644200385,True,"[-2.491797488346492e-07, -0.00020623207092285156, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
13,push,descend,move the green sphere forward,green,sphere,0,5,0.0,324.21489991247654,369.922999991104,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-2.3107905633423798e-07, -0.00019851326942443848, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.3107905633423798e-07, 0.14219851791858673, 0.04461422190070152]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.00019851340039167553,True,"[-2.3107905633423798e-07, -0.00019851326942443848, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
14,push,descend,move the green sphere forward,green,sphere,0,5,0.0,330.4471999872476,375.6488000508398,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-2.128217602148652e-07, -0.00018832087516784668, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[2.128217602148652e-07, 0.14218832552433014, 0.04079054668545723]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.0001883209915831685,True,"[-2.128217602148652e-07, -0.00018832087516784668, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
15,push,descend,move the green sphere forward,green,sphere,1,6,282.05749997869134,326.24090020544827,648.4409000258893,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-1.947578311956022e-07, -0.00016979873180389404, -0.00800000037997961, 0.0, 0.0, 0.0, 0.0]","[1.947578311956022e-07, 0.1421698033809662, 0.03695717453956604]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.00016979884821921587,True,"[-1.947578311956022e-07, -0.00016979873180389404, -0.008]",0.0,0.009931541047990322,0.0,0.0,0.0
16,push,descend,move the green sphere forward,green,sphere,0,6,0.0,321.9832999166101,366.3321000058204,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-1.769159325704095e-07, -0.0001519620418548584, -0.007117733359336853, 0.0, 0.0, 0.0, 0.0]","[1.769159325704095e-07, 0.14215196669101715, 0.033117733895778656]","[0.0, 0.1420000046491623, 0.026000000536441803]",0.000151962143718265,True,"[-1.769159325704095e-07, -0.0001519620418548584, -0.007117733359336853]",0.0,0.009931541047990322,0.0,0.0,0.0
17,push,push,move the green sphere forward,green,sphere,0,6,0.0,333.9978998992592,379.889499861747,"[-6.911313672555014e-06, -1.7721246227202312e-05, -0.0037340622863677436, 0.0, 0.0, 0.0, 0.0]","[-1.461838650129721e-07, 0.00800000037997961, -0.0036447905004024506, 0.0, 0.0, 0.0, 0.0]","[1.461838650129721e-07, 0.14209707081317902, 0.029644791036844254]","[0.0, 0.2150000035762787, 0.026000000536441803]",9.706627315608785e-05,True,"[-1.461838650129721e-07, 0.008, -0.0036447905004024506]",0.0,0.009931541047990322,0.0,0.0,0.0
18,push,push,move the green sphere forward,green,sphere,1,7,319.85360011458397,327.6033001020551,694.8265999089926,"[0.0004425348579956776, 0.002770236332218309, -0.00065589646653582, 0.0, 0.0, 0.0, 0.0]","[-1.5630227778729022e-07, 0.00800000037997961, -0.0017376411706209183, 0.0, 0.0, 0.0, 0.0]","[1.5630227778729022e-07, 0.14553897082805634, 0.02773764170706272]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.003538966178894043,True,"[-1.5630227778729022e-07, 0.008, -0.0017376411706209183]",0.0,0.009931541047990322,0.0,0.0,0.0
19,push,push,move the green sphere forward,green,sphere,0,7,0.0,320.9899999201298,360.22479995153844,"[0.0004425348579956776, 0.002770236332218309, -0.00065589646653582, 0.0, 0.0, 0.0, 0.0]","[-3.4016156291727384e-07, 0.00800000037997961, -0.0006888993084430695, 0.0, 0.0, 0.0, 0.0]","[3.4016156291727384e-07, 0.14922139048576355, 0.026688899844884872]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.007221385836601257,True,"[-3.4016156291727384e-07, 0.008, -0.0006888993084430695]",0.0,0.009931541047990322,0.0,0.0,0.0
20,push,push,move the green sphere forward,green,sphere,0,7,0.0,315.49150007776916,367.09429998882115,"[0.0004425348579956776, 0.002770236332218309, -0.00065589646653582, 0.0, 0.0, 0.0, 0.0]","[-3.409722637570667e-07, 0.00800000037997961, -0.0001313537359237671, 0.0, 0.0, 0.0, 0.0]","[3.409722637570667e-07, 0.15288586914539337, 0.02613135427236557]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.010885864496231079,True,"[-3.409722637570667e-07, 0.008, -0.0001313537359237671]",0.0,0.009931541047990322,0.0,0.0,0.0
21,push,push,move the green sphere forward,green,sphere,1,8,286.9879000354558,321.7754000797868,649.7226001229137,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.416827212276985e-07, 0.00800000037997961, 0.0001730639487504959, 0.0, 0.0, 0.0, 0.0]","[3.416827212276985e-07, 0.1565432846546173, 0.025826936587691307]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.014543280005455017,True,"[-3.416827212276985e-07, 0.008, 0.0001730639487504959]",0.0,0.009931541047990322,0.0,0.0,0.0
22,push,push,move the green sphere forward,green,sphere,0,8,0.0,329.6066999901086,380.3398001473397,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.463500775069406e-07, 0.00800000037997961, 0.00034016557037830353, 0.0, 0.0, 0.0, 0.0]","[3.463500775069406e-07, 0.16019539535045624, 0.0256598349660635]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.018195390701293945,True,"[-3.463500775069406e-07, 0.008, 0.00034016557037830353]",0.0,0.009931541047990322,0.0,0.0,0.0
23,push,push,move the green sphere forward,green,sphere,0,8,0.0,340.1369000785053,390.61550004407763,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.53539263642233e-07, 0.00800000037997961, 0.0004395879805088043, 0.0, 0.0, 0.0, 0.0]","[3.53539263642233e-07, 0.1638384759426117, 0.025560412555933]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.021838471293449402,True,"[-3.53539263642233e-07, 0.008, 0.0004395879805088043]",0.0,0.009931541047990322,0.0,0.0,0.0
24,push,push,move the green sphere forward,green,sphere,1,9,268.22259998880327,321.9572000671178,629.6429999638349,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.6213322118783253e-07, 0.00800000037997961, 0.0005047731101512909, 0.0, 0.0, 0.0, 0.0]","[3.6213322118783253e-07, 0.16747307777404785, 0.025495227426290512]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.02547307312488556,True,"[-3.6213322118783253e-07, 0.008, 0.0005047731101512909]",0.0,0.009931541047990322,0.0,0.0,0.0
25,push,push,move the green sphere forward,green,sphere,0,9,0.0,316.81839982047677,358.9616999961436,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.7155584209358494e-07, 0.00800000037997961, 0.0005511008203029633, 0.0, 0.0, 0.0, 0.0]","[3.7155584209358494e-07, 0.17110022902488708, 0.02544889971613884]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.029100224375724792,True,"[-3.7155584209358494e-07, 0.008, 0.0005511008203029633]",0.0,0.009931541047990322,0.0,0.0,0.0
26,push,push,move the green sphere forward,green,sphere,0,9,0.0,325.59479982592165,366.5213000494987,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.8135294744279236e-07, 0.00800000037997961, 0.000589640811085701, 0.0, 0.0, 0.0, 0.0]","[3.8135294744279236e-07, 0.1747191846370697, 0.025410359725356102]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.03271917998790741,True,"[-3.8135294744279236e-07, 0.008, 0.000589640811085701]",0.0,0.009931541047990322,0.0,0.0,0.0
27,push,push,move the green sphere forward,green,sphere,1,10,292.3210000153631,323.6195999197662,657.5068000238389,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-3.9132532947405707e-07, 0.00800000037997961, 0.0006242450326681137, 0.0, 0.0, 0.0, 0.0]","[3.9132532947405707e-07, 0.17833060026168823, 0.02537575550377369]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.03633059561252594,True,"[-3.9132532947405707e-07, 0.008, 0.0006242450326681137]",0.0,0.009931541047990322,0.0,0.0,0.0
28,push,push,move the green sphere forward,green,sphere,0,10,0.0,327.9619999229908,369.8734000790864,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.012756562588038e-07, 0.00800000037997961, 0.0006590858101844788, 0.0, 0.0, 0.0, 0.0]","[4.012756562588038e-07, 0.18193265795707703, 0.025340914726257324]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.039932653307914734,True,"[-4.012756562588038e-07, 0.008, 0.0006590858101844788]",0.0,0.009931541047990322,0.0,0.0,0.0
29,push,push,move the green sphere forward,green,sphere,0,10,0.0,343.96949992515147,391.01479994133115,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[-4.110279689939489e-07, 0.00800000037997961, 0.0006945338100194931, 0.0, 0.0, 0.0, 0.0]","[4.110279689939489e-07, 0.18552438914775848, 0.02530546672642231]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.04352438449859619,True,"[-4.110279689939489e-07, 0.008, 0.0006945338100194931]",0.0,0.009936596266925335,5.055218935012817e-06,0.0009859204297215066,0.0009859204292297363
30,push,push,move the green sphere forward,green,sphere,1,11,274.74360004998744,422.9613000061363,742.1636998187751,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[1.3584034604718909e-05, 0.00800000037997961, 0.0008585192263126373, 0.0, 0.0, 0.0, 0.0]","[-1.3584034604718909e-05, 0.18878844380378723, 0.025141481310129166]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.04678844287991524,True,"[1.3584034604718909e-05, 0.008, 0.0008585192263126373]",0.0,0.009998845867812634,6.73048198223114e-05,0.004610047878781145,0.004610046744346619
31,push,push,move the green sphere forward,green,sphere,0,11,0.0,423.49989991635084,474.0739001426846,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[1.3275687706482131e-05, 0.00800000037997961, 0.0008373167365789413, 0.0, 0.0, 0.0, 0.0]","[-1.3275687706482131e-05, 0.19228124618530273, 0.02516268379986286]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.05028124153614044,True,"[1.3275687706482131e-05, 0.008, 0.0008373167365789413]",0.0,0.009993797168135643,6.225612014532089e-05,0.007951589602787882,0.007951587438583374
32,push,push,move the green sphere forward,green,sphere,0,11,0.0,358.9612999930978,407.8784000594169,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[1.7337217286694795e-05, 0.00800000037997961, 0.0008491557091474533, 0.0, 0.0, 0.0, 0.0]","[-1.7337217286694795e-05, 0.19565561413764954, 0.02515084482729435]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.053655609488487244,True,"[1.7337217286694795e-05, 0.008, 0.0008491557091474533]",0.0,0.009893081150949001,-3.84598970413208e-05,0.0092062073256722,0.009206205606460571
33,push,push,move the green sphere forward,green,sphere,1,12,275.86570009589195,345.3621999360621,676.3710000086576,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[2.9327295123948716e-05, 0.00800000037997961, 0.0011148974299430847, 0.0, 0.0, 0.0, 0.0]","[-2.9327295123948716e-05, 0.196955144405365, 0.024885103106498718]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.054955147206783295,True,"[2.9327295123948716e-05, 0.008, 0.0011148974299430847]",0.0,0.009911837987601757,-1.9703060388565063e-05,0.009930969728833105,0.009930968284606934
34,push,push,move the green sphere forward,green,sphere,0,12,0.0,349.4968998711556,398.6625000834465,"[-6.911313672555014e-06, -1.7721246227202312e-05, 1.7452306552414795e-05, 0.0, 0.0, 0.0, 0.0]","[3.4918590245069936e-05, 0.00800000037997961, 0.0012452062219381332, 0.0, 0.0, 0.0, 0.0]","[-3.4918590245069936e-05, 0.19771845638751984, 0.02475479431450367]","[0.0, 0.2150000035762787, 0.026000000536441803]",0.05571846291422844,True,"[3.4918590245069936e-05, 0.008, 0.0012452062219381332]",0.0,0.009917039424180984,-1.4501623809337616e-05,0.010389671949434218,0.010389670729637146
